commit=f23936e Record OpenSSH SFTP benchmark redo
BEGIN profiler=eprof candidate=drain_coalesce_1ms size=10737418240 direction=upload port=49449 2026-06-15T00:50:38Z
Compiling 1 file (.ex)
FUNCTION                                                                     CALLS        %      TIME  [uS / CALLS]
--------                                                                     -----  -------      ----  [----------]
'Elixir.Sftpd.SSH.Server':'-handle_encrypted_payload/3-fun-2-'/4                 3     0.00         0  [      0.00]
'Elixir.Sftpd.SSH.Server':'-handle_encrypted_payload/3-fun-10-'/2                1     0.00         0  [      0.00]
'Elixir.GenServer':whereis/1                                                     3     0.00         0  [      0.00]
'Elixir.Sftpd.Auth':fingerprint/1                                                2     0.00         0  [      0.00]
gen:call/4                                                                       3     0.00         0  [      0.00]
ssh_message:ssh2_pubkey_encode/1                                                 2     0.00         0  [      0.00]
ssh_message:ssh2_pubkey_decode/1                                                 2     0.00         0  [      0.00]
ssh_message:ssh_curvename2oid/1                                                  2     0.00         0  [      0.00]
ssh_message:oid2ssh_curvename/1                                                  2     0.00         0  [      0.00]
'Elixir.Sftpd.SSH.Kex':ecdh_reply/3                                              1     0.00         0  [      0.00]
'Elixir.Sftpd.SSH.Kex':exchange_hash/1                                           1     0.00         0  [      0.00]
'Elixir.Sftpd.SSH.Kex':generate_keypair/0                                        1     0.00         0  [      0.00]
'Elixir.Sftpd.SSH.Kex':shared_secret/2                                           1     0.00         0  [      0.00]
binary:copy/1                                                                    3     0.00         0  [      0.00]
binary:copy/2                                                                    4     0.00         0  [      0.00]
binary:first/1                                                                   5     0.00         0  [      0.00]
'Elixir.Sftpd.Backends.Benchmark':file_attrs/3                                   2     0.00         0  [      0.00]
'Elixir.Sftpd.Backends.Benchmark':open_write/4                                   1     0.00         0  [      0.00]
'Elixir.Map':do_map/2                                                            1     0.00         0  [      0.00]
'Elixir.Map':new/2                                                               1     0.00         0  [      0.00]
'Elixir.Map':new_from_map/2                                                      1     0.00         0  [      0.00]
'Elixir.Map':pop/3                                                               1     0.00         0  [      0.00]
maps:find/2                                                                      2     0.00         0  [      0.00]
maps:from_list/1                                                                 1     0.00         0  [      0.00]
maps:merge/2                                                                     1     0.00         0  [      0.00]
maps:remove/2                                                                    1     0.00         0  [      0.00]
maps:take/2                                                                      1     0.00         0  [      0.00]
maps:fold_1/4                                                                    2     0.00         0  [      0.00]
maps:iterator/2                                                                  3     0.00         0  [      0.00]
'Elixir.Base':maybe_pad/3                                                        2     0.00         0  [      0.00]
erlang:list_to_tuple/1                                                           1     0.00         0  [      0.00]
erlang:port_close/1                                                              1     0.00         0  [      0.00]
'Elixir.Enum':each/2                                                             1     0.00         1  [      1.00]
'Elixir.Enum':join_non_empty_list/3                                             13     0.00         1  [      0.08]
'Elixir.Enum':map/2                                                              2     0.00         1  [      0.50]
inet:tcp_close/1                                                                 1     0.00         1  [      1.00]
'Elixir.Sftpd.SSH.Wire':mpint/1                                                  5     0.00         1  [      0.20]
'Elixir.Sftpd.SSH.Wire':take_boolean/1                                           8     0.00         1  [      0.13]
'Elixir.Sftpd.Backend':normalize_path/1                                         13     0.00         1  [      0.08]
'Elixir.Sftpd.SFTP.Paths':normalize_realpath/1                                   4     0.00         1  [      0.25]
'Elixir.SftpdProfile.Auth':authorize_public_key/3                                2     0.00         1  [      0.50]
crypto:hash/4                                                                    7     0.00         1  [      0.14]
'Elixir.Sftpd.Auth.Adapter':authorize_public_key/3                               2     0.00         1  [      0.50]
'Elixir.Sftpd.Auth.Adapter':'exports?'/3                                         2     0.00         1  [      0.50]
'Elixir.Sftpd.SSH.Packet':encode_clear/2                                         3     0.00         1  [      0.33]
lists:reverse/1                                                                 13     0.00         1  [      0.08]
public_key:format_sign_key/1                                                     1     0.00         1  [      1.00]
public_key:ec_curve_spec/1                                                       4     0.00         1  [      0.25]
'Elixir.Sftpd.SSH.Algorithms':choose/3                                           6     0.00         1  [      0.17]
'Elixir.Sftpd.SSH.Algorithms':negotiate/2                                        1     0.00         1  [      1.00]
'Elixir.Sftpd.SSH.Algorithms':'-choose/3-fun-0-'/2                              18     0.00         1  [      0.06]
'Elixir.Sftpd.SSH.Server':delete_channel/2                                       1     0.00         1  [      1.00]
'Elixir.Sftpd.SSH.Server':fetch_channel/2                                        2     0.00         1  [      0.50]
'Elixir.Sftpd.SSH.Server':parse_want_reply/1                                     3     0.00         1  [      0.33]
'Elixir.Sftpd.SSH.Server':serve_encrypted/2                                      1     0.00         1  [      1.00]
'Elixir.Sftpd.SSH.Server':verify_public_key_userauth/7                           1     0.00         1  [      1.00]
'Elixir.Sftpd.SSH.Server':'-handle_encrypted_payload/3-fun-5-'/5                 3     0.00         1  [      0.33]
erts_internal:map_next/3                                                         3     0.00         1  [      0.33]
ssh_message:ssh2_pubkey_decode2/1                                                2     0.00         1  [      0.50]
'Elixir.Sftpd.SSH.Keys':signature/2                                              1     0.00         1  [      1.00]
'Elixir.Sftpd.SSH.Kex':derive_key/5                                              4     0.00         1  [      0.25]
'Elixir.Sftpd.SSH.Kex':exchange_payload/1                                        1     0.00         1  [      1.00]
'Elixir.Sftpd.SSH.Kex':expand_key/4                                              4     0.00         1  [      0.25]
'Elixir.Sftpd.Backends.Benchmark':copied_normalized_path/1                       3     0.00         1  [      0.33]
'Elixir.Sftpd.Backends.Benchmark':normalize_prefix/1                             2     0.00         1  [      0.50]
maps:iterator/1                                                                  3     0.00         1  [      0.33]
maps:next/1                                                                      3     0.00         1  [      0.33]
'Elixir.Base':encode64/2                                                         2     0.00         1  [      0.50]
'Elixir.String':replace_trailing/3                                               4     0.00         1  [      0.25]
'Elixir.String':trim_trailing/2                                                  4     0.00         1  [      0.25]
erlang:prepare_loading/2                                                         9     0.00         1  [      0.11]
code:ensure_prepare_loading/3                                                    9     0.00         2  [      0.22]
code:get_mode/0                                                                  9     0.00         2  [      0.22]
code:call/1                                                                     18     0.00         2  [      0.11]
'Elixir.Enum':'__in__'/2                                                        18     0.00         2  [      0.11]
'Elixir.Enum':find_list/3                                                       18     0.00         2  [      0.11]
'Elixir.Sftpd.Backend':'-canonical_segments/1-fun-0-'/2                         25     0.00         2  [      0.08]
crypto:hash/2                                                                    7     0.00         2  [      0.29]
code_server:get_mode/0                                                           9     0.00         2  [      0.22]
'Elixir.Sftpd.Auth':fingerprint/2                                                2     0.00         2  [      1.00]
maps:fold/3                                                                      2     0.00         2  [      1.00]
'Elixir.Base':encode64base/3                                                    12     0.00         2  [      0.17]
'Elixir.String':replace_trailing/6                                               6     0.00         2  [      0.33]
erlang:function_exported/3                                                      12     0.00         2  [      0.17]
erlang:garbage_collect/0                                                        10     0.00         2  [      0.20]
erlang:module_loaded/1                                                          11     0.00         2  [      0.18]
erlang:whereis/1                                                                 9     0.00         2  [      0.22]
persistent_term:get/1                                                            9     0.00         2  [      0.22]
persistent_term:put/2                                                            1     0.00         2  [      2.00]
'Elixir.Agent':update/3                                                          1     0.00         3  [      3.00]
'Elixir.Enum':join_list/2                                                       14     0.00         3  [      0.21]
'Elixir.Sftpd.Backend':canonical_segments/1                                     13     0.00         3  [      0.23]
error_handler:ensure_loaded/1                                                    9     0.00         3  [      0.33]
'Elixir.Sftpd.SSH.Server':handle_kex/5                                           1     0.00         3  [      3.00]
'Elixir.Sftpd.SSH.Server':handle_public_key_userauth/3                           3     0.00         3  [      1.00]
'Elixir.Sftpd.SSH.Server':send_encrypted_payload/3                               7     0.00         3  [      0.43]
'Elixir.Sftpd.Backends.Benchmark':file_info/2                                    2     0.00         3  [      1.50]
'Elixir.String':split/2                                                         29     0.00         3  [      0.10]
erlang:prepare_loading_1/2                                                       9     0.00         3  [      0.33]
'Elixir.Sftpd.SSH.Wire':string/1                                                27     0.00         4  [      0.15]
'Elixir.Sftpd.SSH.Wire':take_name_list/1                                        20     0.00         4  [      0.20]
'Elixir.Sftpd.SFTP.Codec':take_string/1                                         16     0.00         4  [      0.25]
'Elixir.Sftpd.SFTP.Session':cleanup_open_handles/1                               1     0.00         4  [      4.00]
prim_inet:getopts/2                                                              1     0.00         4  [      4.00]
prim_inet:rev/2                                                                  3     0.00         4  [      1.33]
'Elixir.Sftpd.SSH.Packet':decode_clear/1                                         6     0.00         4  [      0.67]
error_handler:undefined_function/3                                               9     0.00         4  [      0.44]
'Elixir.Sftpd.SSH.Algorithms':decode_kexinit/1                                   2     0.00         4  [      2.00]
erlang:monitor/3                                                                 3     0.00         4  [      1.33]
'Elixir.Sftpd.SFTP.Handles':cleanup_open_handles/2                               1     0.00         5  [      5.00]
'Elixir.Sftpd.SSH.Server':recv_clear_packet/2                                    6     0.00         5  [      0.83]
code:ensure_loaded/1                                                            11     0.00         7  [      0.64]
lists:keyfind/3                                                                 63     0.00         7  [      0.11]
gen:do_call/4                                                                    3     0.00         7  [      2.33]
erlang:send/3                                                                    3     0.00         7  [      2.33]
'Elixir.GenServer':call/3                                                        3     0.00         8  [      2.67]
'Elixir.Sftpd.Backends.Benchmark':finish_write/2                                 1     0.00         8  [      8.00]
'Elixir.Map':pop/2                                                               1     0.00         9  [      9.00]
gen_tcp:close/1                                                                  1     0.00        10  [     10.00]
'Elixir.String':split/3                                                         29     0.00        10  [      0.34]
crypto:hash_nif/2                                                                7     0.00        11  [      1.57]
'Elixir.Keyword':get/3                                                          61     0.00        11  [      0.18]
erts_internal:port_close/1                                                       1     0.00        12  [     12.00]
'Elixir.Sftpd.SSH.Wire':take_string/1                                           60     0.00        14  [      0.23]
'Elixir.Sftpd.SSH.Server':handle_encrypted_payload/3                            12     0.00        16  [      1.33]
binary:split/3                                                                  29     0.00        19  [      0.66]
'Elixir.Sftpd.SSH.Cipher':decrypt_packet_payload/3                              20     0.00        20  [      1.00]
erts_internal:garbage_collect/1                                                 10     0.00        31  [      3.10]
code_server:call/1                                                              18     0.00        33  [      1.83]
crypto:evp_generate_key_nif/2                                                    1     0.00        78  [     78.00]
crypto:pkey_sign_nif/5                                                           1     0.00       101  [    101.00]
crypto:evp_compute_key_nif/3                                                     1     0.00       122  [    122.00]
crypto:pkey_verify_nif/6                                                         1     0.00       134  [    134.00]
'Elixir.Sftpd.SSH.SFTPBridge':add_channel_response_payload/7                 40976     0.01      2110  [      0.05]
'Elixir.Map':get/2                                                           40976     0.02      2176  [      0.05]
'Elixir.Sftpd.SFTP.Codec':status_message/1                                   40973     0.02      2214  [      0.05]
'Elixir.Sftpd.SSH.Cipher':encrypt_payloads/3                                 42113     0.02      2386  [      0.06]
'Elixir.Sftpd.SFTP.Codec':'iodata_empty?'/1                                  40965     0.02      2448  [      0.06]
'Elixir.Sftpd.SSH.Server':maybe_fragmented_write_packet/2                    40965     0.02      2485  [      0.06]
inet_tcp:send/2                                                              42123     0.02      2594  [      0.06]
'Elixir.Sftpd.SFTP.SerializedPacket':iodata/2                                40976     0.02      2599  [      0.06]
'Elixir.Enum':map_reduce/3                                                   40973     0.02      2727  [      0.07]
'Elixir.Sftpd.SSH.Cipher':block_size/1                                       42120     0.02      2730  [      0.06]
'Elixir.Enum':reduce/3                                                       40986     0.02      2819  [      0.07]
'Elixir.Sftpd.SSH.SFTPBridge':channel_data_payload/3                         40972     0.02      2858  [      0.07]
'Elixir.Sftpd.SSH.Server':append_pending_responses/2                         40972     0.02      2943  [      0.07]
'Elixir.Sftpd.SFTP.Session':normalize_request_paths/1                        40975     0.02      3029  [      0.07]
erts_internal:prepare_loading/2                                                  9     0.02      3053  [    339.22]
'Elixir.Sftpd.SSH.Packet':aead_padding_len/2                                 42256     0.02      3069  [      0.07]
'Elixir.Sftpd.SSH.Server':responses_window_size/1                            40973     0.02      3118  [      0.08]
'Elixir.Sftpd.SSH.Server':'-handle_sftp_data/2-fun-0-'/2                     40976     0.02      3406  [      0.08]
'Elixir.Sftpd.SSH.SFTPBridge':flush_channel_data_payload/4                   42114     0.03      4418  [      0.10]
crypto:strong_rand_bytes/1                                                   42260     0.03      4626  [      0.11]
'Elixir.Sftpd.SFTP.Codec':status_code/1                                      81946     0.03      4676  [      0.06]
'Elixir.Sftpd.SFTP.Codec':decode/1                                           40976     0.03      4869  [      0.12]
'Elixir.Sftpd.SSH.SFTPBridge':response_window_size/1                         40976     0.03      4982  [      0.12]
maps:put/3                                                                   40975     0.03      4983  [      0.12]
'Elixir.Sftpd.Backends.Benchmark':write_at/4                                 40971     0.04      5558  [      0.14]
'Elixir.Sftpd.SFTP.Codec':packet/1                                           40976     0.04      5626  [      0.14]
'Elixir.Map':get/3                                                           40980     0.04      5632  [      0.14]
'Elixir.Sftpd.SSH.Server':'-responses_window_size/1-fun-0-'/2                40976     0.04      5699  [      0.14]
'Elixir.Sftpd.SSH.SFTPBridge':response_iodata/1                              81952     0.04      6275  [      0.08]
'Elixir.Sftpd.SFTP.Codec':string/1                                           81949     0.04      6451  [      0.08]
erlang:port_command/3                                                        42123     0.05      6501  [      0.15]
'Elixir.Sftpd.SFTP.Codec':status/2                                           40973     0.05      6572  [      0.16]
gen_tcp:send/2                                                               42123     0.05      7633  [      0.18]
'Elixir.Enum':'-reduce/3-lists^foldl/2-0-'/3                                 81987     0.06      7983  [      0.10]
'Elixir.Sftpd.SFTP.Codec':status/3                                           40973     0.06      8495  [      0.21]
erlang:iolist_to_binary/1                                                   122918     0.06      9125  [      0.07]
'Elixir.Sftpd.SFTP.Session':handle_packet/2                                  40976     0.06      9329  [      0.23]
'Elixir.Enum':'-map_reduce/3-lists^mapfoldl/2-0-'/3                          81949     0.07      9450  [      0.12]
erlang:demonitor/2                                                           42145     0.07     10534  [      0.25]
'Elixir.Sftpd.SSH.SFTPBridge':payloads_for_window/2                          42114     0.07     10560  [      0.25]
'Elixir.Sftpd.SSH.Server':split_complete_sftp_packets/2                      81904     0.07     10602  [      0.13]
'Elixir.Sftpd.SSH.Cipher':encrypt_packet/2                                   42256     0.07     10777  [      0.26]
'Elixir.Sftpd.SSH.Packet':encode_aead_packet/2                               42256     0.08     11364  [      0.27]
'Elixir.Sftpd.SSH.SFTPBridge':payloads_for_window/8                          83090     0.08     11659  [      0.14]
'Elixir.Sftpd.SSH.Cipher':encrypt_payloads/4                                 84362     0.09     12259  [      0.15]
'Elixir.Sftpd.SSH.Server':send_encrypted_payloads/3                          42113     0.09     12658  [      0.30]
erlang:monitor/2                                                             42141     0.09     12730  [      0.30]
prim_inet:send/3                                                             42123     0.09     13435  [      0.32]
'Elixir.Sftpd.SFTP.Codec':decode_iodata_write/2                              40965     0.10     13957  [      0.34]
erlang:term_to_binary/2                                                      42123     0.10     14693  [      0.35]
prim_inet:send/4                                                             42123     0.10     14857  [      0.35]
'Elixir.Sftpd.SFTP.Codec':take_iodata/2                                     163860     0.12     17593  [      0.11]
'Elixir.Sftpd.SSH.Server':flush_sftp_responses_with_channel/4                42114     0.13     18748  [      0.45]
'Elixir.Sftpd.SFTP.Codec':take_iodata_binary/2                              122895     0.14     20274  [      0.16]
lists:reverse/2                                                              81901     0.17     24833  [      0.30]
erlang:iolist_size/1                                                        165204     0.17     25097  [      0.15]
'Elixir.Sftpd.SFTP.Session':handle_request/2                                 40976     0.18     26138  [      0.64]
'Elixir.Sftpd.SSH.Cipher':'-decrypt_packet_payload/2-fun-0-'/1              525328     0.18     26539  [      0.05]
'Elixir.Logger':elixir_level_to_erlang_level/1                              525347     0.19     27878  [      0.05]
logger_config:less_or_equal_level/2                                         525347     0.20     28607  [      0.05]
'Elixir.Sftpd.SSH.Server':finish_channel_data_drain/2                       525337     0.24     34362  [      0.07]
crypto:strong_rand_bytes_nif/1                                               42260     0.27     39128  [      0.93]
'Elixir.Sftpd.SSH.Server':prepend_reversed/2                                809758     0.30     42881  [      0.05]
lists:member/2                                                              525357     0.30     43208  [      0.08]
prim_inet:recv/3                                                           1309462     0.44     63725  [      0.05]
inet_tcp:recv/3                                                            1309462     0.47     67166  [      0.05]
logger_config:allow/2                                                       525347     0.47     67559  [      0.13]
'Elixir.Sftpd.SSH.Packet':'invalid_padding?'/2                             1309392     0.48     69789  [      0.05]
'Elixir.Sftpd.SFTP.Codec':split_iodata/3                                   1432298     0.49     70170  [      0.05]
'Elixir.Sftpd.SSH.Server':responses_window_size_if_any/1                   1309366     0.49     70330  [      0.05]
'Elixir.Sftpd.SSH.SFTPBridge':'responses_near_window_size?'/2              1309366     0.49     70806  [      0.05]
crypto:alias/2                                                             1351645     0.53     76113  [      0.06]
prim_inet:enc_time/1                                                       1309462     0.53     77010  [      0.06]
persistent_term:get/2                                                       525348     0.59     85397  [      0.16]
'Elixir.Logger':'__should_log__'/2                                          525347     0.62     89217  [      0.17]
'Elixir.Sftpd.SSH.Server':split_sftp_packets/2                             1309366     0.65     93396  [      0.07]
'Elixir.Sftpd.SFTP.Codec':split_iodata_binary/4                            1432298     0.65     94233  [      0.07]
'Elixir.Sftpd.SSH.Cipher':increment_sequence/1                             1351645     0.67     96772  [      0.07]
'Elixir.Sftpd.SSH.Cipher':validate_packet_length/1                         1834717     0.73    104524  [      0.06]
erlang:port_get_data/1                                                     1351585     0.79    113453  [      0.08]
'Elixir.Sftpd.SSH.Server':finish_open_channel_data_drain/5                  525337     0.83    119188  [      0.23]
'Elixir.Sftpd.SSH.Server':encrypted_packet_missing_bytes/1                 1050657     0.87    125632  [      0.12]
'Elixir.Sftpd.SSH.Server':recv_encrypted_payload/2                          525349     0.90    129298  [      0.25]
'Elixir.Enum':reverse/1                                                    2164740     0.91    131403  [      0.06]
'Elixir.Sftpd.SSH.Server':recv_buffered_or_available_encrypted_payload/3   1309377     0.91    131585  [      0.10]
'Elixir.Sftpd.SSH.Server':drain_buffered_sftp_data/7                       1309366     0.98    141486  [      0.11]
prim_inet:ctl_cmd/3                                                        1309464     1.00    143917  [      0.11]
erlang:port_control/3                                                      1309464     1.09    157625  [      0.12]
inet_db:lookup_socket/1                                                    1351585     1.10    158176  [      0.12]
'Elixir.Sftpd.SSH.Cipher':packet_iv/2                                      1351645     1.16    166858  [      0.12]
'Elixir.Sftpd.SSH.Server':continue_partial_sftp_packet/5                   1309403     1.21    174787  [      0.13]
'Elixir.Sftpd.SSH.Server':handle_sftp_data/2                               1309366     1.28    184020  [      0.14]
gen_tcp:recv/3                                                             1309462     1.41    202557  [      0.15]
'Elixir.Sftpd.SSH.Server':recv_available_encrypted_payload/3               1309366     1.44    207776  [      0.16]
prim_inet:recv0/3                                                          1309462     1.51    217799  [      0.17]
crypto:crypto_one_time_aead/7                                              1351645     1.57    226893  [      0.17]
prim_inet:async_recv/3                                                     1309462     1.67    240578  [      0.18]
'Elixir.Sftpd.SSH.Packet':decode_decrypted/2                               1309389     1.71    246296  [      0.19]
erts_internal:port_command/3                                                 42123     1.79    257266  [      6.11]
'Elixir.Sftpd.SSH.Server':encrypted_loop/2                                  525349     1.81    260999  [      0.50]
'Elixir.Sftpd.SSH.Server':recv_buffered_encrypted_payload/1                2093459     1.91    274787  [      0.13]
'Elixir.Sftpd.SSH.Server':drain_more_buffered_sftp_data/7                  1309377     2.01    289738  [      0.22]
'Elixir.Sftpd.SSH.Server':recv_encrypted_packet/3                          1050657     2.48    356625  [      0.34]
erlang:split_binary/2                                                      3928153     2.92    420727  [      0.11]
'Elixir.Sftpd.SSH.Cipher':decrypt_packet_payload/2                         1834697     5.05    727410  [      0.40]
crypto:aead_cipher_nif/7                                                   1351645    21.66   3121182  [      2.31]
erts_internal:port_control/3                                               1309464    24.78   3570794  [      2.73]
------------------------------------------------------------------------  --------  -------  --------  [----------]
Total:                                                                    62244415  100.00%  14408910  [      0.23]
direction=upload
size_bytes=10737418240
elapsed_seconds=17.339
throughput_mib_s=590.6
chunk=262080
requests=64
cipher=aes256-gcm@openssh.com

profile=beam_time
profile_output=above
END profiler=eprof candidate=drain_coalesce_1ms size=10737418240 direction=upload status=0 2026-06-15T00:50:57Z
BEGIN profiler=eprof candidate=drain_coalesce_1ms size=10737418240 direction=download port=49256 2026-06-15T00:50:57Z
FUNCTION                                                                     CALLS        %      TIME  [uS / CALLS]
--------                                                                     -----  -------      ----  [----------]
'Elixir.Agent':get/2                                                             4     0.00         0  [      0.00]
'Elixir.Code':ensure_loaded/1                                                    2     0.00         0  [      0.00]
